Date,Av­er­age views per view­er,Unique view­ers,Im­pres­sions click-through rate (%),Im­pres­sions,Com­ments ad­ded,Shares,Likes (vs. dis­likes) (%),Dis­likes,Sub­scribers lost,Sub­scribers gained,Likes,Av­er­age per­cent­age viewed (%),Videos pub­lished,Videos ad­ded,Sub­scribers,Views,Watch time (hours),Av­er­age view dur­a­tion,Your es­tim­ated rev­en­ue (USD)
2018-10-16,1.0476,21,10.37,164,0,0,100,0,0,0,1,59.7,,,0,22,1.8095,0:04:56,0
2018-10-17,1.2,15,8.18,159,1,0,100,0,0,1,1,41.86,,,1,18,1.0381,0:03:27,0
2018-10-18,1.0909,22,9.48,211,0,0,,0,0,0,0,36.71,,,0,24,1.2139,0:03:02,0
2018-10-19,1.0556,18,7.62,223,0,0,,0,0,0,0,50.78,,,0,19,1.3293,0:04:11,0
2018-10-20,1.1563,32,10.08,238,1,0,,0,0,0,0,31.79,,,0,37,1.6208,0:02:37,0
2018-10-21,1.125,32,8.28,290,0,0,100,0,1,1,1,23.39,,,0,36,1.1601,0:01:56,0
2018-10-22,1.0938,32,9.15,284,0,0,,0,0,0,0,30.04,,,0,35,1.4484,0:02:28,0
2018-10-23,1,26,8.03,249,0,0,,0,0,0,0,40.26,,,0,26,1.4422,0:03:19,0
2018-10-24,1.0556,18,7.25,193,0,0,,0,0,0,0,28.42,,,0,19,0.744,0:02:20,0
2018-10-25,1.1429,35,10.99,273,0,0,100,0,0,2,2,31.25,,,2,40,1.7221,0:02:34,0
2018-10-26,1.3103,29,8.09,309,0,0,100,0,0,1,2,28.33,,,1,38,1.4833,0:02:20,0
2018-10-27,1.0435,46,11.66,343,0,0,100,0,1,1,1,31.63,,,0,48,2.0915,0:02:36,0
2018-10-28,1.0541,37,8.82,306,0,0,50,1,0,0,1,28.21,,,0,39,1.5157,0:02:19,0
2018-10-29,1.0909,22,7.02,285,0,0,,0,0,0,0,47.75,,,0,24,1.579,0:03:56,0
2018-10-30,1.125,24,9.33,225,0,0,100,0,0,0,1,30.94,,,0,27,1.1509,0:02:33,0
2018-10-31,1.0286,35,8.38,358,0,0,100,0,0,0,1,28.23,,,0,36,1.4001,0:02:20,0
2018-11-01,1.1034,29,6.74,356,0,0,100,0,0,0,1,23.36,,,0,32,1.0301,0:01:55,0
2018-11-02,1.0938,32,7.08,367,0,0,,0,0,0,0,39.4,,,0,35,1.9001,0:03:15,0
2018-11-03,1.0286,35,9.35,321,0,0,100,0,1,1,1,33.39,,,0,36,1.6561,0:02:45,0
2018-11-04,1.1176,34,7.42,364,0,0,100,0,1,1,1,30.11,,,0,38,1.5766,0:02:29,0
2018-11-05,1.3333,24,7.5,320,0,0,,0,0,0,0,24.31,,,0,32,1.072,0:02:00,0
2018-11-06,1.1053,19,5.99,317,0,0,,0,0,0,0,19.44,,,0,21,0.5625,0:01:36,0
2018-11-07,1,25,7.12,267,0,0,100,0,0,0,2,32.62,,,0,25,1.1236,0:02:41,0
2018-11-08,1.2174,23,8.3,229,0,0,100,0,0,0,2,27.1,,,0,28,1.0456,0:02:14,0
2018-11-09,1.3125,16,5.68,229,0,0,100,0,0,0,-1,26.53,,,0,21,0.7675,0:02:11,0
2018-11-10,1.12,25,6.67,300,0,0,,0,0,0,0,35.84,,,0,28,1.3827,0:02:57,0
2018-11-11,1.122,41,12.26,310,0,0,,0,1,1,0,25.33,,,0,46,1.6053,0:02:05,0
2018-11-12,1.0968,31,10.66,272,3,1,100,0,0,0,1,30.21,0,4,0,34,1.4151,0:02:29,0
2018-11-13,1.08,25,8.05,261,0,0,,0,0,0,0,33.46,,,0,27,1.2448,0:02:45,0
2018-11-14,1.1143,35,9.15,306,0,0,,1,0,0,-1,27.94,0,0,0,39,1.5015,0:02:18,0
2018-11-15,1.0976,41,7.64,432,0,0,100,0,0,2,2,30.56,,,2,45,1.8944,0:02:31,0
2018-11-16,1.0694,72,8.45,805,0,0,100,0,0,4,4,33.7,,,4,77,3.5756,0:02:47,0
2018-11-17,1.0952,84,8.02,898,0,1,66.67,1,0,2,2,28.03,,,2,92,3.5533,0:02:19,0
2018-11-18,1.1017,59,7.5,627,0,0,100,0,0,1,1,27.95,,,1,65,2.5035,0:02:18,0
2018-11-19,1.0294,34,4.61,521,0,0,100,0,0,0,2,33.63,,,0,35,1.6217,0:02:46,0
2018-11-20,1.037,54,7.65,588,1,0,100,0,0,3,2,25.81,,,3,56,1.9916,0:02:08,0
2018-11-21,1.0714,56,8.89,506,0,0,100,0,0,1,2,40.19,,,1,60,3.3227,0:03:19,0
2018-11-22,1.2245,49,7.14,532,0,0,100,0,0,1,1,30.1,,,1,60,2.4884,0:02:29,0
2018-11-23,1.0282,71,9.08,650,0,0,100,0,1,2,1,31.98,,,1,73,3.2169,0:02:38,0
2018-11-24,1.069,377,16.44,2111,1,1,100,0,0,14,7,35.33,,,14,403,19.5348,0:02:54,0
2018-11-25,1.1033,571,21.82,2388,9,1,78.57,6,1,25,22,29.33,,,24,630,25.4548,0:02:25,0
2018-11-26,1.1238,412,16.49,2311,3,1,81.25,3,2,19,13,28.51,,,17,463,18.0984,0:02:20,0
2018-11-27,1.1244,579,20.12,2629,8,0,100,0,2,17,16,29.47,,,15,651,26.4348,0:02:26,0
2018-11-28,1.1465,396,16.87,2164,6,0,100,0,2,14,17,29.56,,,12,454,18.4213,0:02:26,0
2018-11-29,1.5131,421,16.87,3041,21,1,87.1,4,1,11,27,33.8,1,1,10,637,24.4325,0:02:18,0
2018-11-30,1.6405,242,13.97,2133,5,0,92.86,1,2,9,13,26.84,,,7,397,11.94,0:01:48,0
2018-12-01,1.449,245,12.94,2071,10,0,90,1,3,9,9,31.34,,,6,355,13.1206,0:02:13,0
2018-12-02,1.5029,171,11.63,1643,1,0,75,1,0,4,3,29,,,4,257,8.7435,0:02:02,0
2018-12-03,1.3636,121,11.97,1078,2,0,100,0,0,2,3,29.15,,,2,165,5.8076,0:02:06,0
2018-12-04,1.3651,126,12.08,1151,2,0,100,0,1,7,4,26.37,,,6,172,5.3367,0:01:51,0
2018-12-05,1.3235,102,9.94,1076,2,0,100,0,0,6,3,26.75,,,6,135,4.4805,0:01:59,0
2018-12-06,1.354,113,11.18,1163,0,0,100,0,0,7,2,25.67,,,7,153,4.8291,0:01:53,0
2018-12-07,1.35,100,10.68,1086,1,0,100,0,0,4,3,26.66,,,4,135,4.4643,0:01:59,0
2018-12-08,1.4222,90,8.74,1178,6,0,100,0,1,3,4,24.16,,,2,128,3.6541,0:01:42,0
2018-12-09,1.4,110,11.52,1120,0,0,100,0,0,2,2,20.63,,,2,154,3.8839,0:01:30,0
2018-12-10,1.5254,118,12.87,1088,1,1,100,0,0,3,1,28.37,,,3,180,6.0528,0:02:01,0
2018-12-11,1.4492,118,13.25,1087,1,0,100,0,0,5,4,31.11,,,5,171,6.1785,0:02:10,0
2018-12-12,1.4615,117,12.39,1122,1,0,100,0,0,3,4,29.05,,,3,171,5.8023,0:02:02,0
2018-12-13,1.4815,135,14.15,1081,2,1,100,0,0,5,2,23.96,,,5,200,5.5872,0:01:40,0
2018-12-14,1.4298,121,13.37,1047,0,0,80,1,0,4,4,24.11,,,4,173,4.8834,0:01:41,0
2018-12-15,1.4958,119,11.07,1093,1,0,100,0,1,8,2,23.98,,,7,178,5.1086,0:01:43,0
2018-12-16,1.404,99,9.16,1168,0,0,100,0,1,2,7,29,,,1,139,4.6525,0:02:00,0
2018-12-17,1.2258,93,11.38,852,3,0,100,0,0,3,3,26.48,,,3,114,3.748,0:01:58,0
2018-12-18,1.2692,78,12.46,658,1,0,100,0,0,1,2,23.1,,,1,99,2.8059,0:01:42,0
2018-12-19,1.2373,59,10.84,572,0,1,100,0,1,2,1,24.04,,,1,73,2.2167,0:01:49,0
2018-12-20,1.2857,49,10.19,540,1,0,100,0,0,1,3,20.56,,,1,63,1.613,0:01:32,0
2018-12-21,1.3455,55,9.64,560,0,0,100,0,0,3,2,19.77,,,3,74,1.7915,0:01:27,0
2018-12-22,1.2653,49,8.46,579,1,0,0,1,0,0,0,23.09,,,0,62,1.7797,0:01:43,0
2018-12-23,1.486,107,9.94,1247,8,0,100,0,1,2,13,27.45,1,1,1,159,5.7303,0:02:09,0
2018-12-24,1.467,197,11.8,1771,10,0,93.55,2,1,1,29,30.64,,,0,289,11.8508,0:02:27,0
2018-12-25,1.3768,138,8.75,1520,6,1,100,0,0,5,14,25.18,,,5,190,6.3975,0:02:01,0
2018-12-26,1.4829,205,10.37,1977,3,0,100,0,3,7,8,24.41,,,4,304,9.7399,0:01:55,0
2018-12-27,1.5,148,10.09,1694,1,1,100,0,0,5,6,23.54,,,5,222,6.9831,0:01:53,0
2018-12-28,1.5333,150,10.88,1618,1,0,100,0,0,4,3,20.76,,,4,230,6.4347,0:01:40,0
2018-12-29,1.5287,244,11.42,2268,7,1,100,0,0,4,7,22.94,,,4,373,11.4606,0:01:50,0
2018-12-30,1.5882,221,11.06,2360,2,0,93.33,1,1,13,14,23.8,,,12,351,11.1318,0:01:54,0
2018-12-31,1.5362,207,10.62,1939,1,0,100,0,0,8,7,23.01,,,8,318,9.7279,0:01:50,0
